"image","xmin","ymin","xmax","ymax","label"
"Drone_001.mp4#t=37.466667",2003.3631977946245,484.65992647058823,2103.9283252929017,733.4834558823529,"people"
"Drone_001.mp4#t=37.466667",2588.2288077188146,423.77757352941177,2675.5616815988974,635.5422794117646,"people"
"Drone_001.mp4#t=37.533333",1984.8380427291524,476.71875,2082.7567195037905,733.4834558823529,"people"
"Drone_001.mp4#t=37.533333",2572.3501033769817,418.4834558823529,2664.9758787043424,630.2481617647059,"people"
"Drone_001.mp4#t=37.6",1979.5451412818747,471.42463235294116,2074.8173673328743,722.8952205882352,"people"
"Drone_001.mp4#t=37.6",2582.935906271537,410.5422794117647,2662.3294279807033,648.7775735294117,"people"
"Drone_001.mp4#t=37.666667",1968.9593383873191,471.42463235294116,2061.5851137146797,720.2481617647059,"people"
"Drone_001.mp4#t=37.666667",2572.3501033769817,413.18933823529403,2657.0365265334253,624.9540441176468,"people"
"Drone_001.mp4#t=37.733333",1955.7270847691248,476.71875,2045.7064093728463,722.8952205882352,"people"
"Drone_001.mp4#t=37.733333",2559.117849758787,415.83639705882354,2649.0971743625087,630.2481617647059,"people"
"Drone_001.mp4#t=37.8",1953.080634045486,468.77757352941177,2032.4741557546522,707.0128676470588,"people"
"Drone_001.mp4#t=37.8",2561.7643004824263,421.1305147058823,2649.097174362509,630.2481617647059,"people"
"Drone_001.mp4#t=37.866667",1945.1412818745694,463.4834558823529,2029.8277050310132,712.3069852941176,"people"
"Drone_001.mp4#t=37.866667",2548.5320468642317,418.4834558823529,2643.804272915231,630.2481617647059,"people"
"Drone_001.mp4#t=37.933333",1918.6767746381806,444.9540441176471,2027.1812543073743,701.4705882352941,"people"
"Drone_001.mp4#t=37.933333",2551.1784975878704,421.1305147058823,2641.157822191592,632.8952205882352,"people"
"Drone_001.mp4#t=38",1913.383873190903,431.71875,2029.8277050310132,699.0716911764706,"people"
"Drone_001.mp4#t=38",2543.2391454169538,410.5422794117647,2633.2184700206753,627.6011029411765,"people"
"Drone_001.mp4#t=38.066667",1905.4445210199863,439.65992647058823,2011.302549965541,688.4834558823529,"people"
"Drone_001.mp4#t=38.066667",2545.885596140593,410.5422794117647,2627.925568573398,638.1893382352941,"people"
"Drone_001.mp4#t=38.133333",1897.5051688490698,444.9540441176471,2000.7167470709858,696.4246323529412,"people"
"Drone_001.mp4#t=38.133333",2535.2997932460376,418.4834558823529,2622.6326671261204,632.8952205882352,"people"
"Drone_001.mp4#t=38.2",1892.212267401792,447.60110294117646,1982.1915920055135,685.8363970588235,"people"
"Drone_001.mp4#t=38.2",2516.7746381805655,413.1893382352941,2617.3397656788425,632.8952205882352,"people"
"Drone_001.mp4#t=38.266667",1876.3335630599588,431.71875,1968.9593383873193,696.4246323529412,"people"
"Drone_001.mp4#t=38.266667",2514.1281874569263,413.1893382352941,2612.0468642315645,640.8363970588234,"people"
"Drone_001.mp4#t=38.333333",1863.1013094417644,431.71875,1968.9593383873193,688.4834558823529,"people"
"Drone_001.mp4#t=38.333333",2514.1281874569263,418.4834558823529,2612.0468642315645,635.5422794117646,"people"
"Drone_001.mp4#t=38.4",1852.515506547209,434.3658088235294,1958.373535492764,664.6599264705882,"people"
"Drone_001.mp4#t=38.4",2516.7746381805655,418.4834558823529,2604.1075120606483,632.8952205882352,"people"
"Drone_001.mp4#t=38.466667",1847.2226050999311,439.65992647058823,1945.1412818745694,667.3069852941176,"people"
"Drone_001.mp4#t=38.466667",2508.835286009649,421.1305147058823,2598.8146106133704,632.8952205882352,"people"
"Drone_001.mp4#t=38.533333",1844.5761543762924,426.42463235294116,1929.2625775327363,646.1305147058823,"people"
"Drone_001.mp4#t=38.533333",2508.835286009649,413.1893382352941,2590.8752584424537,622.3069852941176,"people"
"Drone_001.mp4#t=38.6",1826.0509993108203,421.1305147058823,1918.6767746381809,651.4246323529411,"people"
"Drone_001.mp4#t=38.6",2503.542384562371,415.83639705882354,2582.935906271537,619.6599264705883,"people"
"Drone_001.mp4#t=38.666667",1823.4045485871814,426.42463235294116,1918.6767746381806,651.4246323529412,"people"
"Drone_001.mp4#t=38.666667",2487.6636802205376,421.1305147058823,2585.582356995176,614.3658088235294,"people"
"Drone_001.mp4#t=38.733333",1810.172294968987,418.4834558823529,1916.030323914542,646.1305147058823,"people"
"Drone_001.mp4#t=38.733333",2487.6636802205376,421.1305147058823,2577.643004824259,619.6599264705882,"people"
"Drone_001.mp4#t=38.8",1794.293590627154,418.4834558823529,1908.0909717436252,651.4246323529412,"people"
"Drone_001.mp4#t=38.8",2482.37077877326,415.83639705882354,2577.6430048242596,614.3658088235294,"people"
"Drone_001.mp4#t=38.866667",1773.1219848380429,410.5422794117647,1902.7980702963475,651.4246323529412,"people"
"Drone_001.mp4#t=38.866667",2471.7849758787047,413.1893382352941,2572.3501033769817,622.3069852941176,"people"
"Drone_001.mp4#t=38.933333",1767.8290833907652,410.5422794117647,1881.6264645072365,654.0716911764706,"people"
"Drone_001.mp4#t=38.933333",2469.1385251550655,410.5422794117647,2564.410751206065,619.6599264705883,"people"
"Drone_001.mp4#t=39",1762.5361819434875,412.94117647058823,1863.1013094417644,643.4834558823528,"people"
"Drone_001.mp4#t=39",2466.4920744314268,399.9540441176471,2556.4713990351484,619.6599264705883,"people"
"Drone_001.mp4#t=39.066667",1738.7181254307375,392.01286764705884,1841.9297036526534,630.2481617647059,"people"
"Drone_001.mp4#t=39.066667",2463.845623707788,407.8952205882353,2548.5320468642317,611.71875,"people"
"Drone_001.mp4#t=39.133333",1738.7181254307375,397.3069852941176,1831.343900758098,630.2481617647059,"people"
"Drone_001.mp4#t=39.133333",2461.199172984149,402.60110294117646,2545.8855961405925,614.3658088235294,"people"
"Drone_001.mp4#t=39.2",1720.1929703652654,410.5422794117647,1828.697450034459,622.3069852941176,"people"
"Drone_001.mp4#t=39.2",2463.845623707788,399.9540441176471,2540.5926946933155,601.1305147058823,"people"
"Drone_001.mp4#t=39.266667",1714.9000689179877,402.60110294117646,1796.9400413507926,611.71875,"people"
"Drone_001.mp4#t=39.266667",2453.259820813232,410.5422794117647,2535.299793246037,603.7775735294117,"people"
"Drone_001.mp4#t=39.333333",1706.960716747071,394.65992647058823,1799.5864920744316,622.3069852941176,"people"
"Drone_001.mp4#t=39.333333",2445.320468642316,418.4834558823529,2532.6533425223984,609.0716911764706,"people"
"Drone_001.mp4#t=39.4",1680.4962095106823,384.07169117647055,1796.9400413507926,614.3658088235294,"people"
"Drone_001.mp4#t=39.4",2447.9669193659547,410.5422794117647,2524.713990351482,611.71875,"people"
"Drone_001.mp4#t=39.466667",1675.2033080634046,381.42463235294116,1791.647139903515,627.6011029411765,"people"
"Drone_001.mp4#t=39.466667",2442.674017918677,407.8952205882353,2530.0068917987596,617.0128676470588,"people"
"Drone_001.mp4#t=39.533333",1664.6175051688492,392.01286764705884,1773.1219848380429,603.7775735294117,"people"
"Drone_001.mp4#t=39.533333",2432.0882150241214,415.83639705882354,2527.360441075121,601.1305147058823,"people"
"Drone_001.mp4#t=39.6",1646.0923501033772,381.42463235294116,1759.8897312198485,619.6599264705882,"people"
"Drone_001.mp4#t=39.6",2432.0882150241214,407.8952205882353,2516.774638180565,606.4246323529412,"people"
"Drone_001.mp4#t=39.666667",1627.567195037905,378.77757352941177,1741.3645761543764,630.2481617647059,"people"
"Drone_001.mp4#t=39.666667",2429.4417643004826,410.5422794117647,2516.7746381805655,601.1305147058823,"people"
"Drone_001.mp4#t=39.733333",1622.2742935906272,378.77757352941177,1717.5465196416264,611.71875,"people"
"Drone_001.mp4#t=39.733333",2416.209510682288,405.24816176470586,2514.1281874569263,606.4246323529411,"people"
"Drone_001.mp4#t=39.8",1601.1026878015164,373.4834558823529,1699.0213645761546,595.8363970588235,"people"
"Drone_001.mp4#t=39.8",2418.8559614059272,413.1893382352941,2514.1281874569268,606.4246323529411,"people"
"Drone_001.mp4#t=39.866667",1595.8097863542384,384.07169117647055,1691.0820124052377,590.5422794117646,"people"
"Drone_001.mp4#t=39.866667",2395.0379048931773,410.5422794117647,2506.1888352860096,606.4246323529412,"people"
"Drone_001.mp4#t=39.933333",1569.34527911785,384.07169117647055,1683.1426602343213,601.1305147058823,"people"
"Drone_001.mp4#t=39.933333",2400.330806340455,402.60110294117646,2500.895933838732,609.0716911764706,"people"
"Drone_001.mp4#t=40",1558.7594762232943,392.01286764705884,1656.6781529979326,593.1893382352941,"people"
"Drone_001.mp4#t=40",2397.684355616816,415.83639705882354,2500.8959338387317,601.1305147058823,"people"
"Drone_001.mp4#t=40.066667",1548.173673328739,381.42463235294116,1648.738800827016,585.2481617647059,"people"
"Drone_001.mp4#t=40.066667",2400.330806340455,405.24816176470586,2490.3101309441768,595.8363970588235,"people"
"Drone_001.mp4#t=40.133333",1527.002067539628,373.4834558823529,1643.4458993797382,587.8952205882352,"people"
"Drone_001.mp4#t=40.133333",2402.977257064094,405.24816176470586,2490.3101309441768,595.8363970588235,"people"
"Drone_001.mp4#t=40.2",1519.0627153687112,376.1305147058823,1632.8600964851826,587.8952205882352,"people"
"Drone_001.mp4#t=40.2",2402.977257064094,410.5422794117647,2485.017229496899,606.4246323529412,"people"
"Drone_001.mp4#t=40.266667",1508.4769124741558,370.83639705882354,1622.2742935906272,590.5422794117646,"people"
"Drone_001.mp4#t=40.266667",2402.977257064094,402.60110294117646,2482.37077877326,609.0716911764706,"people"
"Drone_001.mp4#t=40.333333",1489.9517574086838,384.07169117647055,1616.9813921433495,582.6011029411765,"people"
"Drone_001.mp4#t=40.333333",2392.3914541695385,410.5422794117647,2474.4314266023434,601.1305147058823,"people"
"Drone_001.mp4#t=40.4",1476.7195037904894,373.4834558823529,1577.2846312887664,587.8952205882352,"people"
"Drone_001.mp4#t=40.4",2395.0379048931773,402.60110294117646,2471.7849758787047,593.1893382352941,"people"
"Drone_001.mp4#t=40.466667",1458.1943487250173,357.60110294117646,1558.7594762232943,593.1893382352941,"people"
"Drone_001.mp4#t=40.466667",2392.3914541695385,386.71875,2471.7849758787047,598.4834558823529,"people"
"Drone_001.mp4#t=40.533333",1444.962095106823,344.3658088235294,1558.7594762232943,574.6599264705882,"people"
"Drone_001.mp4#t=40.533333",2387.0985527222606,394.65992647058823,2466.4920744314268,606.4246323529412,"people"
"Drone_001.mp4#t=40.6",1421.1440385940732,360.24816176470586,1545.5272226051002,582.6011029411765,"people"
"Drone_001.mp4#t=40.6",2384.452101998622,394.65992647058823,2466.4920744314268,595.8363970588235,"people"
"Drone_001.mp4#t=40.666667",1418.4975878704342,354.9540441176471,1519.0627153687112,577.3069852941177,"people"
"Drone_001.mp4#t=40.666667",2384.452101998622,392.01286764705884,2458.55272226051,590.5422794117648,"people"
"Drone_001.mp4#t=40.733333",1405.2653342522399,365.5422794117647,1505.8304617505169,566.71875,"people"
"Drone_001.mp4#t=40.733333",2368.5733976567885,394.65992647058823,2458.55272226051,587.8952205882352,"people"
"Drone_001.mp4#t=40.8",1381.4472777394901,360.24816176470586,1482.012405237767,582.6011029411765,"people"
"Drone_001.mp4#t=40.8",2360.634045485872,410.5422794117647,2458.55272226051,595.8363970588235,"people"
"Drone_001.mp4#t=40.866667",1376.1543762922124,357.60110294117646,1484.658855961406,574.6599264705883,"people"
"Drone_001.mp4#t=40.866667",2363.2804962095106,405.24816176470586,2461.199172984149,598.4834558823529,"people"
"Drone_001.mp4#t=40.933333",1354.9827705031014,362.8952205882353,1482.012405237767,590.5422794117646,"people"
"Drone_001.mp4#t=40.933333",2365.92694693315,392.01286764705884,2453.2598208132326,587.8952205882354,"people"
"Drone_001.mp4#t=41",1333.8111647139904,349.65992647058823,1460.840799448656,558.7775735294117,"people"
"Drone_001.mp4#t=41",2357.987594762233,402.60110294117646,2458.55272226051,582.6011029411765,"people"
"Drone_001.mp4#t=41.066667",1323.225361819435,365.5422794117647,1439.6691936595453,569.3658088235294,"people"
"Drone_001.mp4#t=41.066667",2363.2804962095106,394.65992647058823,2453.259820813232,606.4246323529412,"people"
"Drone_001.mp4#t=41.133333",2363.2804962095106,389.3658088235294,2442.674017918677,579.9540441176471,"people"
"Drone_001.mp4#t=41.133333",1309.9931082012406,360.24816176470586,1418.4975878704342,572.0128676470588,"people"
"Drone_001.mp4#t=41.2",1291.4679531357685,357.60110294117646,1394.6795313576845,553.4834558823529,"people"
"Drone_001.mp4#t=41.2",2360.634045485872,386.71875,2442.674017918677,595.8363970588235,"people"
"Drone_001.mp4#t=41.266667",1272.9427980702965,352.3069852941176,1389.3866299104068,553.4834558823529,"people"
"Drone_001.mp4#t=41.266667",2355.3411440385944,389.3658088235294,2424.148862853205,572.0128676470588,"people"
"Drone_001.mp4#t=41.333333",1254.4176430048244,349.65992647058823,1373.5079255685735,558.7775735294117,"people"
"Drone_001.mp4#t=41.333333",2350.0482425913165,376.1305147058823,2429.4417643004826,577.3069852941176,"people"
"Drone_001.mp4#t=41.4",1241.18538938663,347.01286764705884,1360.275671950379,564.0716911764706,"people"
"Drone_001.mp4#t=41.4",2339.462439696761,384.07169117647055,2429.4417643004826,593.1893382352941,"people"
"Drone_001.mp4#t=41.466667",1230.5995864920744,362.8952205882353,1336.457615437629,558.7775735294117,"people"
"Drone_001.mp4#t=41.466667",2336.8159889731223,392.01286764705884,2429.4417643004826,590.5422794117648,"people"
"Drone_001.mp4#t=41.533333",1204.1350792556857,344.3658088235294,1315.2860096485183,561.4246323529412,"people"
"Drone_001.mp4#t=41.533333",2339.462439696761,386.71875,2421.502412129566,587.8952205882352,"people"
"Drone_001.mp4#t=41.6",1198.842177808408,352.3069852941176,1312.6395589248793,569.3658088235294,"people"
"Drone_001.mp4#t=41.6",2331.5230875258444,384.07169117647055,2424.1488628532047,593.1893382352941,"people"
"Drone_001.mp4#t=41.666667",1177.6705720192972,347.01286764705884,1296.7608545830462,558.7775735294117,"people"
"Drone_001.mp4#t=41.666667",2339.462439696761,376.1305147058823,2418.8559614059272,579.9540441176471,"people"
"Drone_001.mp4#t=41.733333",1161.7918676774639,341.71875,1288.8215024121296,553.4834558823529,"people"
"Drone_001.mp4#t=41.733333",2328.8766368022057,381.42463235294116,2410.9166092350106,582.6011029411765,"people"
"Drone_001.mp4#t=41.8",1140.6202618883528,347.01286764705884,1272.9427980702962,553.4834558823529,"people"
"Drone_001.mp4#t=41.8",2315.644383184011,378.77757352941177,2416.209510682288,590.5422794117646,"people"
"Drone_001.mp4#t=41.866667",1137.973811164714,344.3658088235294,1249.1247415575467,564.0716911764705,"people"
"Drone_001.mp4#t=41.866667",2307.7050310130944,397.3069852941176,2416.209510682288,587.8952205882352,"people"
"Drone_001.mp4#t=41.933333",1116.802205375603,352.3069852941176,1225.3066850447967,572.0128676470588,"people"
"Drone_001.mp4#t=41.933333",2307.7050310130944,386.71875,2405.6237077877327,598.4834558823529,"people"
"Drone_001.mp4#t=42",1090.3376981392144,347.01286764705884,1206.7815299793247,553.4834558823529,"people"
"Drone_001.mp4#t=42",2297.119228118539,394.65992647058823,2402.977257064094,585.2481617647059,"people"
"Drone_001.mp4#t=42.066667",1085.0447966919367,349.65992647058823,1201.488628532047,553.4834558823529,"people"
"Drone_001.mp4#t=42.066667",2315.644383184011,394.65992647058823,2395.0379048931773,587.8952205882352,"people"
"Drone_001.mp4#t=42.133333",1071.8125430737423,365.5422794117647,1172.3776705720193,556.1305147058823,"people"
"Drone_001.mp4#t=42.133333",2307.7050310130944,389.3658088235294,2400.3308063404547,579.9540441176471,"people"
"Drone_001.mp4#t=42.2",1047.9944865609925,357.60110294117646,1153.8525155065472,569.3658088235294,"people"
"Drone_001.mp4#t=42.2",2315.644383184011,381.42463235294116,2389.7450034458993,582.6011029411765,"people"
"Drone_001.mp4#t=42.266667",1029.4693314955205,357.60110294117646,1132.6809097174364,553.4834558823529,"people"
"Drone_001.mp4#t=42.266667",2307.7050310130944,389.3658088235294,2379.159200551344,590.5422794117646,"people"
"Drone_001.mp4#t=42.333333",1005.6512749827706,352.3069852941176,1119.448656099242,556.1305147058823,"people"
"Drone_001.mp4#t=42.333333",2307.7050310130944,378.77757352941177,2376.512749827705,598.4834558823529,"people"
"Drone_001.mp4#t=42.4",987.1261199172985,360.24816176470586,1106.2164024810477,556.1305147058823,"people"
"Drone_001.mp4#t=42.4",2289.1798759476223,386.71875,2381.8056512749827,577.3069852941177,"people"
"Drone_001.mp4#t=42.466667",973.8938662991042,370.83639705882354,1095.6305995864923,566.71875,"people"
"Drone_001.mp4#t=42.466667",2297.119228118539,392.01286764705884,2384.452101998622,582.6011029411765,"people"
"Drone_001.mp4#t=42.533333",944.7829083390766,365.5422794117647,1077.10544452102,561.4246323529412,"people"
"Drone_001.mp4#t=42.533333",2278.594073053067,415.83639705882354,2373.8662991040665,595.8363970588235,"people"
"Drone_001.mp4#t=42.6",931.5506547208822,365.5422794117647,1047.9944865609925,564.0716911764706,"people"
"Drone_001.mp4#t=42.6",2283.886974500345,405.24816176470586,2371.2198483804277,601.1305147058823,"people"
"Drone_001.mp4#t=42.666667",907.7325982081323,370.83639705882354,1037.408683666437,574.6599264705883,"people"
"Drone_001.mp4#t=42.666667",2283.886974500345,389.3658088235294,2363.280496209511,606.4246323529412,"people"
"Drone_001.mp4#t=42.733333",891.8538938662991,368.1893382352941,1016.237077877326,579.9540441176471,"people"
"Drone_001.mp4#t=42.733333",2275.947622329428,397.3069852941176,2357.987594762233,603.7775735294117,"people"
"Drone_001.mp4#t=42.8",870.6822880771882,368.1893382352941,1003.0048242591317,582.6011029411765,"people"
"Drone_001.mp4#t=42.8",2275.947622329428,394.65992647058823,2357.9875947622336,614.3658088235294,"people"
"Drone_001.mp4#t=42.866667",849.5106822880772,376.1305147058823,984.4796691936596,577.3069852941176,"people"
"Drone_001.mp4#t=42.866667",2257.422467263956,392.01286764705884,2347.4017918676777,598.4834558823529,"people"
"Drone_001.mp4#t=42.933333",830.9855272226051,376.1305147058823,950.0758097863543,574.6599264705882,"people"
"Drone_001.mp4#t=42.933333",2260.068917987595,407.8952205882353,2347.4017918676777,609.0716911764706,"people"
"Drone_001.mp4#t=43",817.7532736044108,378.77757352941177,923.6113025499656,579.9540441176471,"people"
"Drone_001.mp4#t=43",2249.4831150930395,413.18933823529403,2342.1088904204,609.0716911764705,"people"
"Drone_001.mp4#t=43.066667",791.2887663680222,381.42463235294116,915.671950379049,574.6599264705882,"people"
"Drone_001.mp4#t=43.066667",2249.4831150930395,415.83639705882354,2352.694693314955,617.0128676470588,"people"
"Drone_001.mp4#t=43.133333",762.1778084079946,373.4834558823529,907.7325982081325,579.9540441176471,"people"
"Drone_001.mp4#t=43.133333",2246.8366643694008,420.88235294117646,2339.462439696761,611.71875,"people"
"Drone_001.mp4#t=43.2",743.6526533425224,370.83639705882354,899.7932460372157,585.2481617647059,"people"
"Drone_001.mp4#t=43.2",2241.543762922123,405.24816176470586,2336.8159889731223,601.1305147058823,"people"
"Drone_001.mp4#t=43.266667",725.1274982770503,384.07169117647055,865.3893866299104,590.5422794117646,"people"
"Drone_001.mp4#t=43.266667",2244.1902136457616,405.24816176470586,2326.2301860785665,609.0716911764705,"people"
"Drone_001.mp4#t=43.333333",709.2487939352171,381.42463235294116,841.5713301171606,585.2481617647059,"people"
"Drone_001.mp4#t=43.333333",2238.897312198484,413.1893382352941,2328.8766368022057,622.3069852941176,"people"
"Drone_001.mp4#t=43.4",688.0771881461062,384.07169117647055,809.8139214334942,590.5422794117646,"people"
"Drone_001.mp4#t=43.4",2241.543762922123,402.60110294117646,2315.644383184011,611.71875,"people"
"Drone_001.mp4#t=43.466667",661.6126809097175,392.01286764705884,793.935217091661,582.6011029411765,"people"
"Drone_001.mp4#t=43.466667",2233.604410751206,413.1893382352941,2318.29083390765,614.3658088235294,"people"
"Drone_001.mp4#t=43.533333",635.1481736733288,386.71875,793.9352170916609,598.4834558823529,"people"
"Drone_001.mp4#t=43.533333",2217.725706409373,413.1893382352941,2315.644383184011,624.9540441176471,"people"
"Drone_001.mp4#t=43.6",621.9159200551344,389.3658088235294,762.1778084079945,603.7775735294117,"people"
"Drone_001.mp4#t=43.6",2217.725706409373,397.3069852941176,2323.5837353549277,630.2481617647059,"people"
"Drone_001.mp4#t=43.666667",598.0978635423846,397.3069852941176,727.7739490006893,606.4246323529412,"people"
"Drone_001.mp4#t=43.666667",2209.786354238456,407.8952205882353,2312.997932460372,630.2481617647059,"people"
"Drone_001.mp4#t=43.733333",574.2798070296348,405.24816176470586,696.0165403170228,606.4246323529411,"people"
"Drone_001.mp4#t=43.733333",2212.4328049620954,415.83639705882354,2312.9979324603723,627.6011029411765,"people"
"Drone_001.mp4#t=43.8",542.5223983459683,389.3658088235294,693.3700895933839,606.4246323529412,"people"
"Drone_001.mp4#t=43.8",2212.4328049620954,418.4834558823529,2305.0585802894557,619.6599264705882,"people"
"Drone_001.mp4#t=43.866667",521.3507925568574,399.9540441176471,669.5520330806341,606.4246323529412,"people"
"Drone_001.mp4#t=43.866667",2209.786354238456,413.1893382352941,2297.119228118539,619.6599264705882,"people"
"Drone_001.mp4#t=43.933333",492.2398345968298,397.3069852941176,666.9055823569952,617.0128676470588,"people"
"Drone_001.mp4#t=43.933333",2199.2005513439008,413.1893382352941,2294.4727773949003,632.8952205882352,"people"
"Drone_001.mp4#t=44",481.6540317022743,402.60110294117646,621.9159200551344,622.3069852941176,"people"
"Drone_001.mp4#t=44",2199.2005513439008,410.5422794117647,2283.8869745003444,630.2481617647059,"people"
"Drone_001.mp4#t=44.066667",452.54307374224675,405.24816176470586,590.158511371468,611.71875,"people"
"Drone_001.mp4#t=44.066667",2185.9682977257066,426.42463235294116,2289.1798759476223,632.8952205882352,"people"
"Drone_001.mp4#t=44.133333",423.43211578221917,412.94117647058823,561.0475534114404,619.6599264705882,"people"
"Drone_001.mp4#t=44.133333",2180.6753962784287,421.1305147058823,2281.2405237767057,627.6011029411765,"people"
"Drone_001.mp4#t=44.2",404.9069607167471,407.8952205882353,547.8152997932461,611.71875,"people"
"Drone_001.mp4#t=44.2",2183.321847002068,426.42463235294116,2273.3011716057895,638.1893382352941,"people"
"Drone_001.mp4#t=44.266667",373.1495520330807,399.9540441176471,534.5830461750518,624.9540441176471,"people"
"Drone_001.mp4#t=44.266667",2183.321847002068,415.83639705882354,2273.3011716057895,635.5422794117646,"people"
"Drone_001.mp4#t=44.333333",349.3314955203308,402.60110294117646,500.1791867677464,630.2481617647059,"people"
"Drone_001.mp4#t=44.333333",2188.6147484493454,423.77757352941177,2265.361819434873,638.1893382352941,"people"
"Drone_001.mp4#t=44.4",2180.6753962784287,426.42463235294116,2257.422467263956,638.1893382352941,"people"
"Drone_001.mp4#t=44.4",333.4527911784976,413.1893382352941,455.1895244658856,635.5422794117646,"people"
"Drone_001.mp4#t=44.466667",301.69538249483116,415.83639705882354,428.7250172294969,627.6011029411765,"people"
"Drone_001.mp4#t=44.466667",2183.321847002068,421.1305147058823,2257.422467263956,640.8363970588234,"people"
"Drone_001.mp4#t=44.533333",275.2308752584425,421.1305147058823,420.7856650585803,635.5422794117646,"people"
"Drone_001.mp4#t=44.533333",2170.0895933838733,418.4834558823529,2252.129565816678,632.8952205882352,"people"
"Drone_001.mp4#t=44.6",240.82701585113716,418.4834558823529,402.26050999310826,627.6011029411765,"people"
"Drone_001.mp4#t=44.6",2156.857339765679,423.77757352941177,2249.4831150930395,646.1305147058823,"people"
"Drone_001.mp4#t=44.666667",211.71605789110959,413.1893382352941,378.4424534803584,643.4834558823529,"people"
"Drone_001.mp4#t=44.666667",2162.1502412129566,439.65992647058823,2249.4831150930395,648.7775735294117,"people"
"Drone_001.mp4#t=44.733333",190.54445210199864,431.71875,344.0385940730531,654.0716911764706,"people"
"Drone_001.mp4#t=44.733333",2151.5644383184012,437.0128676470588,2257.422467263956,656.71875,"people"
"Drone_001.mp4#t=44.8",153.49414197105446,426.42463235294116,304.34183321847,643.4834558823529,"people"
"Drone_001.mp4#t=44.8",2159.503790489318,437.0128676470588,2252.129565816678,651.4246323529411,"people"
"Drone_001.mp4#t=44.866667",132.3225361819435,431.71875,283.1702274293591,651.4246323529412,"people"
"Drone_001.mp4#t=44.866667",2159.503790489318,439.65992647058823,2238.897312198484,651.4246323529412,"people"
"Drone_001.mp4#t=44.933333",95.27222605099934,439.4117647058823,261.99862164024813,648.7775735294117,"people"
"Drone_001.mp4#t=44.933333",2148.9179875947625,418.4834558823529,2238.897312198484,654.0716911764706,"people"
"Drone_001.mp4#t=45",74.10062026188835,431.4705882352941,227.5947622329428,664.6599264705882,"people"
"Drone_001.mp4#t=45",2154.21088904204,429.07169117647055,2228.3115093039282,651.4246323529411,"people"
"Drone_001.mp4#t=45.066667",44.98966230186079,434.3658088235294,201.1302549965541,667.3069852941176,"people"
"Drone_001.mp4#t=45.066667",2130.3928325292904,437.0128676470588,2244.190213645762,659.3658088235294,"people"
"Drone_001.mp4#t=45.133333",13.232253618194349,463.4834558823529,164.07994486560995,664.6599264705882,"people"
"Drone_001.mp4#t=45.133333",2133.039283252929,442.3069852941176,2236.2508614748454,643.4834558823529,"people"
"Drone_001.mp4#t=45.2",0,452.8952205882353,129.6760854583046,669.9540441176471,"people"
"Drone_001.mp4#t=45.2",2127.7463818056513,434.3658088235294,2225.6650585802895,654.0716911764705,"people"
"Drone_001.mp4#t=45.266667",0,444.9540441176471,129.6760854583046,669.9540441176471,"people"
"Drone_001.mp4#t=45.266667",2127.7463818056513,426.42463235294116,2228.3115093039282,662.0128676470588,"people"
"Drone_001.mp4#t=45.333333",0,479.3658088235294,111.15093039283254,680.5422794117646,"people"
"Drone_001.mp4#t=45.333333",2130.3928325292904,437.0128676470588,2223.0186078566508,654.0716911764705,"people"
"Drone_001.mp4#t=45.4",0,511.1305147058823,87.3328738800827,662.0128676470588,"people"
"Drone_001.mp4#t=45.4",2125.0999310820125,429.07169117647055,2220.372157133012,662.0128676470588,"people"
"Drone_001.mp4#t=45.466667",0,569.3658088235294,34.40385940730531,675.2481617647059,"people"
"Drone_001.mp4#t=45.466667",2117.160578911096,447.60110294117646,2209.786354238456,662.0128676470588,"people"
"Drone_001.mp4#t=45.533333",2125.0999310820125,450,2209.7863542384566,664.6599264705881,"people"
"Drone_001.mp4#t=45.6",2122.453480358374,444.9540441176471,2204.4934527911787,659.3658088235294,"people"
"Drone_001.mp4#t=45.666667",2103.9283252929017,447.60110294117646,2207.139903514818,667.3069852941176,"people"
"Drone_001.mp4#t=45.733333",2106.5747760165405,450.24816176470586,2201.84700206754,659.3658088235294,"people"
"Drone_001.mp4#t=45.8",2103.9283252929017,452.8952205882353,2201.84700206754,672.6011029411765,"people"
"Drone_001.mp4#t=45.866667",2103.9283252929017,450.24816176470586,2196.554100620262,659.3658088235294,"people"
"Drone_001.mp4#t=45.933333",2085.4031702274297,439.65992647058823,2193.9076498966233,664.6599264705883,"people"
"Drone_001.mp4#t=46",2098.635423845624,434.3658088235294,2178.02894555479,664.6599264705882,"people"
"Drone_001.mp4#t=46.066667",2077.463818056513,437.0128676470588,2175.3824948311512,662.0128676470588,"people"
"Drone_001.mp4#t=46.133333",2066.8780151619576,442.3069852941176,2172.7360441075125,664.6599264705882,"people"
"Drone_001.mp4#t=46.2",2064.2315644383184,439.65992647058823,2167.443142660234,656.71875,"people"
"Drone_001.mp4#t=46.266667",2050.9993108201243,429.07169117647055,2156.857339765679,656.71875,"people"
"Drone_001.mp4#t=46.333333",2053.645761543763,437.0128676470588,2148.9179875947625,648.7775735294117,"people"
"Drone_001.mp4#t=46.4",2048.3528600964855,439.65992647058823,2140.978635423846,643.4834558823529,"people"
"Drone_001.mp4#t=46.466667",2048.3528600964855,429.07169117647055,2130.3928325292904,640.8363970588234,"people"
"Drone_001.mp4#t=46.533333",2040.4135079255686,421.1305147058823,2125.0999310820125,640.8363970588234,"people"
